nen3610id,code,syntax_aantaldoorstroomopeningen,syntax_afvoercoefficient,syntax_bochtenknikverlies,syntax_breedteopening,syntax_categorie,syntax_code,syntax_created_date,syntax_detailniveaugeometrie,syntax_drempelpeil,syntax_featuretype,syntax_globalid,syntax_hoogtebinnenonderkantbene,syntax_hoogtebinnenonderkantbov,syntax_hoogteopening,syntax_hyperlink,syntax_indicatiewaterkerend,syntax_indpeilregulpeilscheidend,syntax_intreeverlies,syntax_kerendehoogte,syntax_last_edited_date,syntax_lengte,syntax_lvpublicatiedatum,syntax_metadataid,syntax_naam,syntax_namespace,syntax_nen3610id,syntax_objectid,syntax_ontwerpbuitenwaterstand,syntax_openingspeil,syntax_openkeerpeil,syntax_opmerking,syntax_ruwheid,syntax_signaleringspeil,syntax_sluitpeil,syntax_soortmateriaal,syntax_statusleggerwatersysteem,syntax_statusleggerwaterveiligheid,syntax_statusobject,syntax_typekruising,syntax_typeruwheid,syntax_typewaterkerendeconstructie,syntax_uittreeverlies,syntax_vormkoker,syntax_waterkeringid,syntax_geometry,syntax_oordeel,general_000_maaiveldhoogte,general_001_delta_h,general_002_verval,general_003_slope,validate_000_bok_boven_plausibel,validate_001_bok_beneden_plausibel,validate_002_bok_boven_lt_maaiveld,validate_003_bok_beneden_lt_maaiveld,validate_004_lengte_duiker_groter_dan_1m,validate_005_breedte_eq_hoogte,validate_006_op_hydroobject,validate_007_verhang_between_2cmpm_en_5cm,validate_008_verval_lt_50cm,validate_009_geen_overlap,validate_010_bok_bov_boven_bodem,validate_011_bok_ben_boven_bodem,rating,valid,invalid,invalid_critical,invalid_non_critical,ignored,summary,tags_assigned,tags_invalid,date_check
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-Q-28140,KDU-Q-28140,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,,nan -> NULL (fouten: 4),,,ja -> NULL (fouten: 6),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",rond -> NULL (fouten: 6),,,False,325.0,,,,,True,,True,True,,True,,,True,,False,5,1;3;4;6;9,11,11,,0;2;5;7;8;10,bok bendenstrooms beneden bodem,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-Q-28079,KDU-Q-28079,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,,,,,ja -> NULL (fouten: 6),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",rechthoekig -> NULL (fouten: 6),,,False,325.0,-0.020000000000000018,0.020000000000000018,-0.0002851033499643623,True,True,True,True,True,,True,True,True,True,False,False,1,0;1;2;3;4;6;7;8;9,10;11,10;11,,5,bok bovenstrooms beneden bodem;bok bendenstrooms beneden bodem,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-Q-28145,KDU-Q-28145,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,nan -> NULL (fouten: 4),,,,ja -> NULL (fouten: 6),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",rond -> NULL (fouten: 6),,,False,325.0,,,,True,,True,,True,,True,,,True,False,,5,0;2;4;6;9,10,10,,1;3;5;7;8;11,bok bovenstrooms beneden bodem,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-Q-28078,KDU-Q-28078,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 4),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),,ja -> NULL (fouten: 6),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",onbekend -> NULL (fouten: 6),,,False,325.0,,,,,,,,True,,True,,,True,,,10,4;6;9,,,,0;1;2;3;5;7;8;10;11,,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-M-9235,KDU-M-9235,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 4),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),,ja -> NULL (fouten: 6),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",None -> NULL (fouten: 4),,,False,325.0,,,,,,,,True,,True,,,True,,,10,4;6;9,,,,0;1;2;3;5;7;8;10;11,,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-W-1812,KDU-W-1812,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 4),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),,nee -> NULL (fouten: 6),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",None -> NULL (fouten: 4),,,False,325.0,,,,,,,,True,,True,,,True,,,10,4;6;9,,,,0;1;2;3;5;7;8;10;11,,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-A-1436,KDU-A-1436,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 4),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),,,,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",None -> NULL (fouten: 4),,,False,325.0,,,,,,,,True,,True,,,True,,,10,4;6;9,,,,0;1;2;3;5;7;8;10;11,,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-W-1881,KDU-W-1881,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),,,nee -> NULL (fouten: 6),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",rond -> NULL (fouten: 6),,,False,325.0,,,,,,,,True,,True,,,True,,,10,4;6;9,,,,0;1;2;3;5;7;8;10;11,,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-JD-421,KDU-JD-421,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 4),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),,,,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",None -> NULL (fouten: 4),,,False,325.0,,,,,,,,True,,True,,,True,,,10,4;6;9,,,,0;1;2;3;5;7;8;10;11,,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-JD-7554,KDU-JD-7554,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 4),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),,,,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",None -> NULL (fouten: 4),,,False,325.0,,,,,,,,True,,True,,,True,,,10,4;6;9,,,,0;1;2;3;5;7;8;10;11,,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-X-3170,KDU-X-3170,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,,,,,nee -> NULL (fouten: 6),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",rond -> NULL (fouten: 6),,,False,325.0,0.0,0.0,0.0,True,True,True,True,True,,True,True,True,True,False,False,1,0;1;2;3;4;6;7;8;9,10;11,10;11,,5,bok bovenstrooms beneden bodem;bok bendenstrooms beneden bodem,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-JD-2532,KDU-JD-2532,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 4),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),,,,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",None -> NULL (fouten: 4),,,False,325.0,,,,,,,,True,,True,,,True,,,10,4;6;9,,,,0;1;2;3;5;7;8;10;11,,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-JD-1561,KDU-JD-1561,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 4),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),,,,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",None -> NULL (fouten: 4),,,False,325.0,,,,,,,,True,,True,,,True,,,10,4;6;9,,,,0;1;2;3;5;7;8;10;11,,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-CB-5972,KDU-CB-5972,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,,,,,,,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",rond -> NULL (fouten: 6),,,False,325.0,0.0,0.0,0.0,True,True,True,True,True,,True,True,True,True,False,False,1,0;1;2;3;4;6;7;8;9,10;11,10;11,,5,bok bovenstrooms beneden bodem;bok bendenstrooms beneden bodem,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-J-668,KDU-J-668,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,,,,,,,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",rond -> NULL (fouten: 6),,,False,325.0,0.0,0.0,0.0,True,True,True,True,True,,True,True,True,True,False,False,1,0;1;2;3;4;6;7;8;9,10;11,10;11,,5,bok bovenstrooms beneden bodem;bok bendenstrooms beneden bodem,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-JD-9856,KDU-JD-9856,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 4),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),,,,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",None -> NULL (fouten: 4),,,False,325.0,,,,,,,,True,,True,,,True,,,10,4;6;9,,,,0;1;2;3;5;7;8;10;11,,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-M-6398,KDU-M-6398,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,,,,,nee -> NULL (fouten: 6),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",rond -> NULL (fouten: 6),,,False,325.0,0.0,0.0,0.0,True,True,True,True,True,,True,True,True,True,False,False,1,0;1;2;3;4;6;7;8;9,10;11,10;11,,5,bok bovenstrooms beneden bodem;bok bendenstrooms beneden bodem,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-Q-27933,KDU-Q-27933,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,,,,,,,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",rechthoekig -> NULL (fouten: 6),,,False,325.0,0.0,0.0,0.0,True,True,True,True,True,,True,True,True,True,False,False,1,0;1;2;3;4;6;7;8;9,10;11,10;11,,5,bok bovenstrooms beneden bodem;bok bendenstrooms beneden bodem,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-JD-12776,KDU-JD-12776,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 4),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),,,,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",None -> NULL (fouten: 4),,,False,325.0,,,,,,,,True,,True,,,True,,,10,4;6;9,,,,0;1;2;3;5;7;8;10;11,,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-JD-5200,KDU-JD-5200,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 4),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),,,,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",None -> NULL (fouten: 4),,,False,325.0,,,,,,,,True,,True,,,True,,,10,4;6;9,,,,0;1;2;3;5;7;8;10;11,,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-JD-10787,KDU-JD-10787,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 4),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),,,,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",None -> NULL (fouten: 4),,,False,325.0,,,,,,,,True,,True,,,True,,,10,4;6;9,,,,0;1;2;3;5;7;8;10;11,,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-P-324,KDU-P-324,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,,,,,,,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",rond -> NULL (fouten: 6),,,False,325.0,0.0,0.0,0.0,True,True,True,True,True,,True,True,True,True,False,False,1,0;1;2;3;4;6;7;8;9,10;11,10;11,,5,bok bovenstrooms beneden bodem;bok bendenstrooms beneden bodem,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-JD-4164,KDU-JD-4164,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 4),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),,,,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",None -> NULL (fouten: 4),,,False,325.0,,,,,,,,True,,True,,,True,,,10,4;6;9,,,,0;1;2;3;5;7;8;10;11,,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-JD-13562,KDU-JD-13562,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 4),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),,,,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",None -> NULL (fouten: 4),,,False,325.0,,,,,,,,True,,True,,,True,,,10,4;6;9,,,,0;1;2;3;5;7;8;10;11,,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-S-2954,KDU-S-2954,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,,,,,nee -> NULL (fouten: 6),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),pvc -> NULL (fouten: 6),,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",rond -> NULL (fouten: 6),,,False,325.0,0.0,0.0,0.0,True,True,True,True,True,,True,True,True,True,False,False,1,0;1;2;3;4;6;7;8;9,10;11,10;11,,5,bok bovenstrooms beneden bodem;bok bendenstrooms beneden bodem,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-S-2957,KDU-S-2957,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,,,,,nee -> NULL (fouten: 6),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),pvc -> NULL (fouten: 6),,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",rond -> NULL (fouten: 6),,,False,325.0,0.0,0.0,0.0,True,True,True,True,True,,True,True,True,True,False,False,1,0;1;2;3;4;6;7;8;9,10;11,10;11,,5,bok bovenstrooms beneden bodem;bok bendenstrooms beneden bodem,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-JD-7558,KDU-JD-7558,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 4),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),,,,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",None -> NULL (fouten: 4),,,False,325.0,,,,,,,,True,,True,,,True,,,10,4;6;9,,,,0;1;2;3;5;7;8;10;11,,,,2025-06-06T08:52:12.186353
