nen3610id,code,syntax_aantaldoorstroomopeningen,syntax_afvoercoefficient,syntax_bochtenknikverlies,syntax_breedteopening,syntax_categorie,syntax_code,syntax_created_date,syntax_detailniveaugeometrie,syntax_drempelpeil,syntax_featuretype,syntax_globalid,syntax_hoogtebinnenonderkantbene,syntax_hoogtebinnenonderkantbov,syntax_hoogteopening,syntax_hyperlink,syntax_indicatiewaterkerend,syntax_indpeilregulpeilscheidend,syntax_intreeverlies,syntax_kerendehoogte,syntax_last_edited_date,syntax_lengte,syntax_lvpublicatiedatum,syntax_metadataid,syntax_naam,syntax_namespace,syntax_nen3610id,syntax_objectid,syntax_ontwerpbuitenwaterstand,syntax_openingspeil,syntax_openkeerpeil,syntax_opmerking,syntax_ruwheid,syntax_signaleringspeil,syntax_sluitpeil,syntax_soortmateriaal,syntax_statusleggerwatersysteem,syntax_statusleggerwaterveiligheid,syntax_statusobject,syntax_typekruising,syntax_typeruwheid,syntax_typewaterkerendeconstructie,syntax_uittreeverlies,syntax_vormkoker,syntax_waterkeringid,syntax_geometry,syntax_oordeel,general_000_maaiveldhoogte,general_001_delta_h,general_002_verval,general_003_slope,validate_000_bok_boven_plausibel,validate_001_bok_beneden_plausibel,validate_002_bok_boven_lt_maaiveld,validate_003_bok_beneden_lt_maaiveld,validate_004_lengte_duiker_groter_dan_1m,validate_005_breedte_eq_hoogte,validate_006_op_hydroobject,validate_007_verhang_between_2cmpm_en_5cm,validate_008_verval_lt_50cm,validate_009_geen_overlap,validate_010_bok_bov_boven_bodem,validate_011_bok_ben_boven_bodem,rating,valid,invalid,invalid_critical,invalid_non_critical,ignored,summary,tags_assigned,tags_invalid,date_check
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-A-1440,KDU-A-1440,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,,,,,,,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",rond -> NULL (fouten: 6),,,False,325.0,0.0900000000000003,0.0900000000000003,0.011335012594458476,True,True,True,True,True,,True,True,True,True,False,False,1,0;1;2;3;4;6;7;8;9,10;11,10;11,,5,bok bovenstrooms beneden bodem;bok bendenstrooms beneden bodem,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-JD-13853,KDU-JD-13853,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 4),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),,,,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",None -> NULL (fouten: 4),,,False,325.0,,,,,,,,True,,True,,,True,,,10,4;6;9,,,,0;1;2;3;5;7;8;10;11,,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-M-8214,KDU-M-8214,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),,,nee -> NULL (fouten: 6),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",rond -> NULL (fouten: 6),,,False,325.0,,,,,,,,True,,True,,,True,,,10,4;6;9,,,,0;1;2;3;5;7;8;10;11,,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-JD-6352,KDU-JD-6352,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 4),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),,,,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",None -> NULL (fouten: 4),,,False,325.0,,,,,,,,True,,True,,,True,,,10,4;6;9,,,,0;1;2;3;5;7;8;10;11,,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-W-1707,KDU-W-1707,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 4),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),,nee -> NULL (fouten: 6),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",None -> NULL (fouten: 4),,,False,325.0,,,,,,,,True,,True,,,True,,,10,4;6;9,,,,0;1;2;3;5;7;8;10;11,,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-JD-6565,KDU-JD-6565,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 4),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),,,,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",None -> NULL (fouten: 4),,,False,325.0,,,,,,,,True,,True,,,True,,,10,4;6;9,,,,0;1;2;3;5;7;8;10;11,,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-AA-66,KDU-AA-66,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 4),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),,,,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",None -> NULL (fouten: 4),,,False,325.0,,,,,,,,True,,True,,,True,,,10,4;6;9,,,,0;1;2;3;5;7;8;10;11,,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-Q-28589,KDU-Q-28589,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,,nan -> NULL (fouten: 4),,,,,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",rond -> NULL (fouten: 6),,,False,325.0,,,,,True,,True,True,,True,,,True,,False,5,1;3;4;6;9,11,11,,0;2;5;7;8;10,bok bendenstrooms beneden bodem,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-JD-4941,KDU-JD-4941,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 4),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),,,,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",None -> NULL (fouten: 4),,,False,325.0,,,,,,,,True,,True,,,True,,,10,4;6;9,,,,0;1;2;3;5;7;8;10;11,,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-W-1993,KDU-W-1993,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),,,nee -> NULL (fouten: 6),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",rond -> NULL (fouten: 6),,,False,325.0,,,,,,,,True,,True,,,True,,,10,4;6;9,,,,0;1;2;3;5;7;8;10;11,,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-W-1994,KDU-W-1994,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),,,nee -> NULL (fouten: 6),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",rond -> NULL (fouten: 6),,,False,325.0,,,,,,,,True,,True,,,True,,,10,4;6;9,,,,0;1;2;3;5;7;8;10;11,,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-JD-1279,KDU-JD-1279,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 4),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),,,,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",None -> NULL (fouten: 4),,,False,325.0,,,,,,,,True,,True,,,True,,,10,4;6;9,,,,0;1;2;3;5;7;8;10;11,,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-GS-2113,KDU-GS-2113,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),,,nee -> NULL (fouten: 6),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",rond -> NULL (fouten: 6),,,False,325.0,,,,,,,,True,,True,,,True,,,10,4;6;9,,,,0;1;2;3;5;7;8;10;11,,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-W-1765,KDU-W-1765,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,,,,,nee -> NULL (fouten: 6),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",rond -> NULL (fouten: 6),,,False,325.0,0.0,0.0,0.0,True,True,True,True,True,,True,True,True,True,False,False,1,0;1;2;3;4;6;7;8;9,10;11,10;11,,5,bok bovenstrooms beneden bodem;bok bendenstrooms beneden bodem,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-JD-3945,KDU-JD-3945,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 4),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),,,,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",None -> NULL (fouten: 4),,,False,325.0,,,,,,,,True,,True,,,True,,,10,4;6;9,,,,0;1;2;3;5;7;8;10;11,,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-JD-7957,KDU-JD-7957,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 4),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),,,,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",None -> NULL (fouten: 4),,,False,325.0,,,,,,,,True,,True,,,True,,,10,4;6;9,,,,0;1;2;3;5;7;8;10;11,,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-JD-11937,KDU-JD-11937,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 4),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),,,,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",None -> NULL (fouten: 4),,,False,325.0,,,,,,,,True,,True,,,True,,,10,4;6;9,,,,0;1;2;3;5;7;8;10;11,,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-JD-6789,KDU-JD-6789,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 4),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),,,,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",None -> NULL (fouten: 4),,,False,325.0,,,,,,,,True,,True,,,True,,,10,4;6;9,,,,0;1;2;3;5;7;8;10;11,,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-JD-5233,KDU-JD-5233,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 4),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),,,,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",None -> NULL (fouten: 4),,,False,325.0,,,,,,,,True,,True,,,True,,,10,4;6;9,,,,0;1;2;3;5;7;8;10;11,,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-JD-13209,KDU-JD-13209,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 4),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),,,,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",None -> NULL (fouten: 4),,,False,325.0,,,,,,,,True,,True,,,True,,,10,4;6;9,,,,0;1;2;3;5;7;8;10;11,,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-W-1992,KDU-W-1992,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),,,nee -> NULL (fouten: 6),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",rond -> NULL (fouten: 6),,,False,325.0,,,,,,,,True,,True,,,True,,,10,4;6;9,,,,0;1;2;3;5;7;8;10;11,,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-JD-9594,KDU-JD-9594,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 4),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),,,,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",None -> NULL (fouten: 4),,,False,325.0,,,,,,,,True,,True,,,True,,,10,4;6;9,,,,0;1;2;3;5;7;8;10;11,,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-JD-3715,KDU-JD-3715,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 4),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),,,,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",None -> NULL (fouten: 4),,,False,325.0,,,,,,,,True,,True,,,True,,,10,4;6;9,,,,0;1;2;3;5;7;8;10;11,,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-W-1991,KDU-W-1991,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),,,nee -> NULL (fouten: 6),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",rond -> NULL (fouten: 6),,,False,325.0,,,,,,,,True,,True,,,True,,,10,4;6;9,,,,0;1;2;3;5;7;8;10;11,,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-AA-128,KDU-AA-128,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 4),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),,,,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",None -> NULL (fouten: 4),,,False,325.0,,,,,,,,True,,True,,,True,,,10,4;6;9,,,,0;1;2;3;5;7;8;10;11,,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-AA-132,KDU-AA-132,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),,,,,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",rond -> NULL (fouten: 6),,,False,325.0,,,,,,,,True,,True,,,True,,,10,4;6;9,,,,0;1;2;3;5;7;8;10;11,,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-M-14437,KDU-M-14437,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),,,nee -> NULL (fouten: 6),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",rond -> NULL (fouten: 6),,,False,325.0,,,,,,,,True,,True,,,True,,,10,4;6;9,,,,0;1;2;3;5;7;8;10;11,,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.DUIKERSIFONHEVEL.KDU-AA-133,KDU-AA-133,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 4),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),,,,nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),nan -> NULL (fouten: 4),,,,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,"nan -> NULL (fouten: 1,4)",nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,duiker -> NULL (fouten: 6),(fouten: 4),,"nan -> NULL (fouten: 1,4)",None -> NULL (fouten: 4),,,False,325.0,,,,,,,,True,,True,,,True,,,10,4;6;9,,,,0;1;2;3;5;7;8;10;11,,,,2025-06-06T08:52:12.186353
